flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9002399,4043690,104722,Unusual amount,66.0,Cleared
9002400,4216845,122555,Late-night transaction,83.7,Open
9002401,4140680,109653,Unusual amount,55.5,Cleared
9002402,4103983,128530,Failed/reversed activity,94.3,Cleared
9002403,4163758,118605,Unusual amount,89.2,Cleared
9002404,4032015,120045,High-risk merchant,63.8,Escalated
9002405,4193010,121475,High-risk merchant,66.2,Open
9002406,4159997,107209,High-risk merchant,95.6,Cleared
9002407,4120988,118340,High-risk merchant,81.6,Cleared
9002408,4192142,124127,Unusual amount,91.3,Confirmed Fraud
9002409,4082032,111945,Late-night transaction,80.2,Confirmed Fraud
9002410,4053182,118075,Unusual amount,79.8,Escalated
9002411,4100198,128724,Late-night transaction,67.0,Cleared
9002412,4038429,120926,High-risk merchant,59.6,Cleared
9002413,4124996,900266,High-risk merchant,68.6,Confirmed Fraud
9002414,4167242,128108,Unusual amount,67.0,Open
9002415,4013036,104698,Failed/reversed activity,77.7,Open
9002416,4092711,123729,Late-night transaction,66.9,Cleared
9002417,4184763,114344,Unusual amount,82.2,Open
9002418,4056083,111257,Late-night transaction,60.3,Cleared
9002419,4119290,114945,Unusual amount,71.9,Open
9002420,4115238,110692,Late-night transaction,70.6,Cleared
9002421,4200407,118052,Unusual amount,85.9,Open
9002422,4051789,109770,High-risk merchant,75.4,Cleared
9002423,4174041,113324,High-risk merchant,92.7,Cleared
9002424,4200511,116048,Failed/reversed activity,57.6,Cleared
9002425,4150076,127623,Unusual amount,95.4,Escalated
9002426,4003735,103630,Late-night transaction,81.8,Cleared
9002427,4011651,111292,Unusual amount,92.9,Cleared
9002428,4229493,106724,Unusual amount,65.7,Cleared
9002429,4108720,111494,Unusual amount,97.3,Confirmed Fraud
9002430,4010211,119102,Failed/reversed activity,82.8,Confirmed Fraud
9002431,4167175,124522,Failed/reversed activity,88.1,Open
9002432,4149964,129730,High-risk merchant,96.7,Confirmed Fraud
9002433,4085728,120681,Failed/reversed activity,94.1,Cleared
9002434,4139430,120470,Late-night transaction,89.0,Open
9002435,4230406,101487,Late-night transaction,60.5,Cleared
9002436,4171896,124005,Unusual amount,85.3,Confirmed Fraud
9002437,4103628,123431,Unusual amount,85.8,Open
9002438,4005257,111401,Failed/reversed activity,83.5,Cleared
9002439,4087182,112513,High-risk merchant,83.5,Cleared
9002440,4082187,110216,Unusual amount,97.4,Escalated
9002441,4068977,100723,Late-night transaction,58.4,Cleared
9002442,4058341,108440,Failed/reversed activity,67.6,Escalated
9002443,4106549,110994,High-risk merchant,89.7,Escalated
9002444,4116056,113208,High-risk merchant,94.1,Cleared
9002445,4206329,117264,High-risk merchant,74.9,Cleared
9002446,4103723,113085,Failed/reversed activity,58.2,Cleared
9002447,4011335,120233,Failed/reversed activity,68.1,Open
9002448,4185837,111537,Failed/reversed activity,65.0,Cleared
9002449,4089772,115975,High-risk merchant,86.2,Open
9002450,4130890,105665,Unusual amount,61.8,Open
9002451,4022353,118017,Unusual amount,81.2,Cleared
9002452,4185519,104275,High-risk merchant,93.9,Cleared
9002453,4236247,107437,High-risk merchant,80.0,Cleared
9002454,4118329,122055,High-risk merchant,84.6,Open
9002455,4158701,127555,High-risk merchant,59.4,Cleared
9002456,4238058,113732,Failed/reversed activity,77.6,Confirmed Fraud
9002457,4079449,129817,High-risk merchant,69.5,Cleared
9002458,4226910,110819,Late-night transaction,57.0,Confirmed Fraud
9002459,4127372,122845,Unusual amount,68.7,Cleared
9002460,4049101,123782,Unusual amount,84.7,Open
9002461,4066361,129868,High-risk merchant,76.8,Open
9002462,4104295,121005,High-risk merchant,85.3,Escalated
9002463,4155910,122873,Late-night transaction,93.9,Open
9002464,4159399,900303,Late-night transaction,91.6,Cleared
9002465,4072425,108390,Unusual amount,93.6,Confirmed Fraud
9002466,4059845,113482,High-risk merchant,60.2,Confirmed Fraud
9002467,4185281,114639,High-risk merchant,97.5,Cleared
9002468,4009838,107128,Unusual amount,74.2,Cleared
9002469,4147643,102055,Unusual amount,66.2,Open
9002470,4006647,112181,Unusual amount,80.8,Escalated
9002471,4109865,117576,High-risk merchant,87.4,Cleared
9002472,4063179,120500,Late-night transaction,71.5,Escalated
9002473,4129639,109215,Failed/reversed activity,73.0,Open
9002474,4064336,118475,Unusual amount,96.9,Confirmed Fraud
9002475,4020484,120030,Unusual amount,85.7,Confirmed Fraud
9002476,4199197,128936,High-risk merchant,61.4,Cleared
9002477,4217205,900240,Unusual amount,71.7,Cleared
9002478,4090683,105147,Late-night transaction,89.2,Escalated
9002479,4209203,102585,Late-night transaction,73.4,Cleared
9002480,4185870,112246,Late-night transaction,84.9,Confirmed Fraud
9002481,4198629,120087,Unusual amount,58.5,Cleared
9002482,4198168,114129,Late-night transaction,91.2,Confirmed Fraud
9002483,4182936,114854,Late-night transaction,76.8,Cleared
9002484,4130253,114493,Unusual amount,93.9,Cleared
9002485,4010484,116686,Late-night transaction,80.7,Open
9002486,4121504,126857,Unusual amount,86.4,Cleared
9002487,4045328,116664,High-risk merchant,64.7,Open
9002488,4161562,117950,High-risk merchant,89.0,Confirmed Fraud
9002489,4062561,121360,Late-night transaction,97.5,Open
9002490,4023223,128039,Late-night transaction,95.4,Open
9002491,4159084,106885,Failed/reversed activity,98.8,Open
9002492,4107589,120136,Late-night transaction,80.8,Open
9002493,4239578,119541,Late-night transaction,81.4,Confirmed Fraud
9002494,4081731,127873,Late-night transaction,80.6,Cleared
9002495,4181849,121456,High-risk merchant,90.1,Cleared
9002496,4167921,114712,High-risk merchant,59.8,Open
9002497,4165958,107845,Failed/reversed activity,89.4,Cleared
9002498,4184126,117837,High-risk merchant,77.0,Escalated
9002499,4059141,122133,High-risk merchant,72.4,Escalated
9002500,4090555,122329,Late-night transaction,84.6,Escalated
9002501,4145025,104572,Unusual amount,62.9,Cleared
9002502,4073541,113971,Late-night transaction,67.5,Cleared
9002503,4136048,122985,Unusual amount,90.8,Open
9002504,4110961,110811,High-risk merchant,86.3,Open
9002505,4239691,111348,Late-night transaction,58.8,Confirmed Fraud
9002506,4205376,112786,Unusual amount,72.3,Open
9002507,4146062,115167,High-risk merchant,96.7,Open
9002508,4009107,113828,Unusual amount,72.1,Cleared
9002509,4207741,107951,Unusual amount,61.8,Open
9002510,4054110,124859,Unusual amount,60.6,Cleared
9002511,4140463,118033,Failed/reversed activity,72.8,Cleared
9002512,4180562,113637,Failed/reversed activity,64.9,Cleared
9002513,4028314,118420,High-risk merchant,91.0,Open
9002514,4116523,127605,Late-night transaction,60.0,Escalated
9002515,4057092,117185,High-risk merchant,98.3,Cleared
9002516,4209439,103078,High-risk merchant,87.0,Open
9002517,4173181,123987,Failed/reversed activity,81.3,Cleared
9002518,4051527,112480,Late-night transaction,84.5,Confirmed Fraud
9002519,4133219,125648,Unusual amount,92.6,Open
9002520,4015792,128605,High-risk merchant,80.0,Cleared
9002521,4025924,112900,Failed/reversed activity,92.6,Confirmed Fraud
9002522,4109141,121735,Failed/reversed activity,95.6,Escalated
9002523,4177246,104718,Late-night transaction,82.1,Cleared
9002524,4040487,125972,Failed/reversed activity,99.0,Cleared
9002525,4235002,103047,Failed/reversed activity,70.8,Open
9002526,4060887,125842,Failed/reversed activity,89.8,Confirmed Fraud
9002527,4181245,121710,Failed/reversed activity,82.5,Open
9002528,4111561,123958,High-risk merchant,83.5,Open
9002529,4127606,100571,Unusual amount,73.0,Cleared
9002530,4002171,113882,Failed/reversed activity,77.8,Confirmed Fraud
9002531,4044761,104444,Failed/reversed activity,62.1,Open
9002532,4192608,100001,Unusual amount,75.2,Confirmed Fraud
9002533,4012614,101017,Unusual amount,96.3,Cleared
9002534,4075948,126457,Failed/reversed activity,93.0,Cleared
9002535,4025391,102431,Late-night transaction,80.7,Cleared
9002536,4154043,121470,Late-night transaction,84.4,Confirmed Fraud
9002537,4054412,121516,High-risk merchant,57.7,Open
9002538,4015241,900255,Late-night transaction,63.1,Cleared
9002539,4138554,104798,High-risk merchant,86.6,Confirmed Fraud
9002540,4091780,128700,Failed/reversed activity,59.7,Open
9002541,4107694,109411,Failed/reversed activity,68.0,Cleared
9002542,4140307,104646,Late-night transaction,68.9,Cleared
9002543,4216985,118478,Failed/reversed activity,96.2,Escalated
9002544,4020265,118668,Failed/reversed activity,59.6,Cleared
9002545,4227600,121992,Unusual amount,79.8,Open
9002546,4236202,102124,Failed/reversed activity,84.0,Cleared
9002547,4104766,109701,Late-night transaction,84.6,Cleared
9002548,4134043,125844,High-risk merchant,61.3,Confirmed Fraud
9002549,4172793,900361,High-risk merchant,59.7,Cleared
9002550,4207836,129483,Unusual amount,78.6,Confirmed Fraud
9002551,4007918,112247,Late-night transaction,81.4,Cleared
9002552,4050774,118094,Late-night transaction,71.5,Confirmed Fraud
9002553,4103695,128335,Late-night transaction,88.8,Open
9002554,4233619,102187,Failed/reversed activity,91.6,Confirmed Fraud
9002555,4183572,115082,Unusual amount,82.2,Cleared
9002556,4026457,124598,Late-night transaction,56.0,Cleared
9002557,4117088,128390,Failed/reversed activity,66.0,Escalated
9002558,4013676,129738,Late-night transaction,96.4,Cleared
9002559,4142669,118571,Unusual amount,74.8,Open
9002560,4195839,104671,High-risk merchant,71.4,Open
9002561,4202615,104404,Late-night transaction,83.8,Cleared
9002562,4024011,119586,High-risk merchant,63.8,Escalated
9002563,4076159,126220,Late-night transaction,70.5,Cleared
9002564,4110697,126067,Unusual amount,81.3,Open
9002565,4029436,105987,Late-night transaction,70.1,Confirmed Fraud
9002566,4187700,124615,Unusual amount,83.9,Cleared
9002567,4097562,126021,Failed/reversed activity,77.5,Open
9002568,4206676,125267,Late-night transaction,65.3,Open
9002569,4023047,115454,Failed/reversed activity,81.0,Escalated
9002570,4061100,127231,Failed/reversed activity,89.6,Cleared
9002571,4141972,100328,Late-night transaction,72.4,Cleared
9002572,4003263,102242,Unusual amount,55.6,Cleared
9002573,4085234,106388,High-risk merchant,65.9,Open
9002574,4115757,126356,High-risk merchant,75.6,Cleared
9002575,4193340,124961,Late-night transaction,89.5,Escalated
9002576,4226982,106889,Unusual amount,62.3,Cleared
9002577,4193918,120219,High-risk merchant,94.1,Open
9002578,4224845,108481,Unusual amount,98.1,Cleared
9002579,4069493,116648,Unusual amount,68.9,Open
9002580,4132649,110424,High-risk merchant,77.2,Cleared
9002581,4212884,102643,Late-night transaction,73.3,Confirmed Fraud
9002582,4222456,109255,Failed/reversed activity,92.4,Escalated
9002583,4132914,122817,Unusual amount,66.2,Open
9002584,4020444,112193,Late-night transaction,98.4,Cleared
9002585,4210750,113152,Failed/reversed activity,64.2,Open
9002586,4183302,129659,Failed/reversed activity,60.7,Cleared
9002587,4053594,100509,Failed/reversed activity,94.2,Open
9002588,4217664,114081,High-risk merchant,62.0,Confirmed Fraud
9002589,4193912,119502,Failed/reversed activity,73.6,Cleared
9002590,4022868,116431,Late-night transaction,71.2,Open
9002591,4155688,111069,Unusual amount,82.2,Escalated
9002592,4002374,117878,Unusual amount,56.3,Cleared
9002593,4151503,110052,Late-night transaction,78.7,Open
9002594,4098504,115674,Unusual amount,79.1,Cleared
9002595,4150802,108416,Unusual amount,96.5,Open
9002596,4101993,104946,Unusual amount,89.2,Open
9002597,4213371,102232,Unusual amount,91.9,Cleared
9002598,4060012,129415,Unusual amount,98.4,Open
9002599,4234175,120721,Unusual amount,64.4,Confirmed Fraud
9002600,4211355,103202,High-risk merchant,89.6,Cleared
9002601,4236740,109766,Late-night transaction,82.5,Cleared
9002602,4005419,104709,Failed/reversed activity,81.7,Open
9002603,4126225,103843,Unusual amount,98.9,Cleared
9002604,4238885,116857,Failed/reversed activity,86.7,Confirmed Fraud
9002605,4035648,124251,Failed/reversed activity,72.3,Escalated
9002606,4028005,105163,High-risk merchant,79.7,Cleared
9002607,4051754,114087,Unusual amount,65.6,Cleared
9002608,4118872,121588,Late-night transaction,57.1,Confirmed Fraud
9002609,4227650,107566,High-risk merchant,98.4,Cleared
9002610,4108973,126334,Late-night transaction,77.6,Open
9002611,4097327,113062,Failed/reversed activity,75.1,Cleared
9002612,4059092,118167,Late-night transaction,64.4,Cleared
9002613,4115107,100380,Late-night transaction,91.1,Confirmed Fraud
9002614,4129271,116606,High-risk merchant,72.1,Open
9002615,4058948,106381,Unusual amount,69.1,Open
9002616,4057975,102681,High-risk merchant,55.5,Confirmed Fraud
9002617,4042905,106420,Failed/reversed activity,98.8,Confirmed Fraud
9002618,4113749,102230,High-risk merchant,86.3,Cleared
9002619,4046251,113047,High-risk merchant,90.8,Cleared
9002620,4120472,108042,Late-night transaction,78.4,Cleared
9002621,4086960,108625,High-risk merchant,77.6,Open
9002622,4109868,105435,High-risk merchant,56.6,Confirmed Fraud
9002623,4181154,120662,Failed/reversed activity,87.3,Cleared
9002624,4005780,125743,Late-night transaction,84.0,Confirmed Fraud
9002625,4127295,105965,Late-night transaction,61.5,Confirmed Fraud
9002626,4089603,128609,Unusual amount,93.5,Open
9002627,4175592,113896,Unusual amount,64.6,Confirmed Fraud
9002628,4201163,111581,Late-night transaction,63.2,Open
9002629,4185668,128405,Late-night transaction,82.3,Open
9002630,4235486,100291,Unusual amount,70.1,Cleared
9002631,4033056,103873,Unusual amount,97.2,Confirmed Fraud
9002632,4087106,120029,Failed/reversed activity,95.4,Cleared
9002633,4075589,102282,Unusual amount,76.9,Open
9002634,4162083,129415,Unusual amount,55.0,Cleared
9002635,4068090,900261,Failed/reversed activity,72.7,Confirmed Fraud
9002636,4223555,116466,Failed/reversed activity,68.8,Cleared
9002637,4155639,118987,Late-night transaction,55.5,Escalated
9002638,4117702,109327,Unusual amount,83.0,Open
9002639,4028599,105963,Late-night transaction,95.7,Open
9002640,4049804,120500,Unusual amount,66.2,Cleared
9002641,4011046,127174,High-risk merchant,64.9,Cleared
9002642,4001990,124858,High-risk merchant,84.6,Cleared
9002643,4040791,111196,Failed/reversed activity,80.3,Cleared
9002644,4132662,111855,Unusual amount,56.0,Confirmed Fraud
9002645,4197516,122939,Failed/reversed activity,86.1,Confirmed Fraud
9002646,4158743,102567,High-risk merchant,64.4,Confirmed Fraud
9002647,4202901,120550,High-risk merchant,91.4,Cleared
9002648,4054460,124419,High-risk merchant,88.3,Cleared
9002649,4153822,121087,High-risk merchant,90.6,Cleared
9002650,4119843,103426,High-risk merchant,91.8,Cleared
9002651,4093642,111069,Unusual amount,79.9,Escalated
9002652,4073494,108666,Unusual amount,84.9,Cleared
9002653,4037836,110089,Unusual amount,98.6,Cleared
9002654,4151903,109781,Unusual amount,55.2,Escalated
9002655,4195062,109444,Late-night transaction,78.0,Cleared
9002656,4131277,118320,Failed/reversed activity,95.1,Cleared
9002657,4050333,126798,Failed/reversed activity,73.7,Open
9002658,4034838,120992,Failed/reversed activity,63.9,Open
9002659,4197230,119909,Unusual amount,68.7,Cleared
9002660,4007762,900336,Unusual amount,62.0,Cleared
9002661,4128819,116326,Failed/reversed activity,57.5,Escalated
9002662,4085321,105685,Failed/reversed activity,79.9,Cleared
9002663,4136012,118686,Late-night transaction,73.6,Cleared
9002664,4037047,900449,Unusual amount,66.3,Cleared
9002665,4190569,103545,Unusual amount,96.4,Open
9002666,4220416,117253,High-risk merchant,88.8,Cleared
9002667,4152405,110747,Late-night transaction,78.5,Open
9002668,4096934,121729,Unusual amount,70.6,Open
9002669,4135626,121212,Unusual amount,59.0,Cleared
9002670,4164815,109131,Late-night transaction,57.4,Confirmed Fraud
9002671,4141923,112672,Late-night transaction,82.6,Open
9002672,4071442,123223,Unusual amount,78.2,Confirmed Fraud
9002673,4183785,127746,High-risk merchant,64.8,Cleared
9002674,4131726,122573,Unusual amount,67.2,Open
9002675,4174051,104091,Unusual amount,64.6,Cleared
9002676,4208897,108603,Late-night transaction,81.4,Open
9002677,4166915,101447,High-risk merchant,64.7,Open
9002678,4193592,129263,High-risk merchant,73.2,Escalated
9002679,4162753,101762,Unusual amount,75.5,Cleared
9002680,4195391,124395,Unusual amount,86.9,Confirmed Fraud
9002681,4189128,129497,High-risk merchant,78.7,Cleared
9002682,4101422,102669,Failed/reversed activity,64.6,Open
9002683,4001723,123113,Late-night transaction,96.6,Cleared
9002684,4063048,100438,High-risk merchant,73.9,Open
9002685,4200522,100802,Late-night transaction,73.8,Open
9002686,4145698,122195,Failed/reversed activity,97.6,Confirmed Fraud
9002687,4063918,108978,High-risk merchant,72.2,Open
9002688,4190111,900129,Unusual amount,80.1,Open
9002689,4130835,108717,Unusual amount,67.6,Cleared
9002690,4191315,122359,High-risk merchant,87.6,Cleared
9002691,4214517,118065,Unusual amount,67.5,Cleared
9002692,4131547,125127,High-risk merchant,70.1,Cleared
9002693,4026655,127938,Failed/reversed activity,61.6,Open
9002694,4198885,114345,Unusual amount,85.1,Cleared
9002695,4201288,112174,Failed/reversed activity,91.0,Confirmed Fraud
9002696,4063664,101187,Failed/reversed activity,76.3,Open
9002697,4193977,102938,Unusual amount,86.6,Open
9002698,4204549,100485,Failed/reversed activity,87.6,Cleared
9002699,4016693,108543,Unusual amount,94.8,Open
